MMV,Make,Model,Variant,Type,Fuel Type,Age,Transmission,Color,Kms,No of Owner,Heath score,price score,on road price,Current Price,Dep
Maruti SuzukiWagon RLxiBs-ii,Maruti Suzuki,Wagon R,LxiBs-ii,Hatchback,Petrol,12,Manual,Blue,"25,000",1,8.5,6,387327,123200,68.2
Maruti SuzukiWagon R 1.0LXi,Maruti Suzuki,Wagon R 1.0,LXi,Hatchback,Petrol,6,Manual,Grey,"78,000",1,8.1,4.5,490492,242550,50.5
ToyotaCorollaH2 1.8E,Toyota,Corolla,H2 1.8E,Sedan,diesel,10,Manual,Golden,"52,000",1,6.8,9.2,1306402,310799,76.2
ToyotaCorolla Altis1.8 GL,Toyota,Corolla Altis,1.8 GL,Sedan,Petrol,10,Manual,Silver,"63,000",1,6.8,9.9,1690430,379022,77.6
Maruti SuzukiSwift DzireTour,Maruti Suzuki,Swift Dzire,Tour,Sedan,Diesel,2,Manual,White,"43,000",1,3.9,9.4,920437,389238,57.7
ToyotaInnova2.0 G4,Toyota,Innova,2.0 G4,MUV,diesel,12,Manual,White,"73,000",1,6.8,4.4,1039684,449060,56.8
Maruti SuzukiSwift DzireVXi,Maruti Suzuki,Swift Dzire,VXi,Sedan,Petrol,9,Manual,Golden,"32,000",2,8.5,5,741508,251598,66.1
Maruti SuzukiSwift DzireVXi,Maruti Suzuki,Swift Dzire,VXi,Sedan,Petrol,8,Manual,Grey,"52,000",1,8.5,6.8,741508,264292,64.4
Maruti SuzukiEstiloLXi,Maruti Suzuki,Estilo,LXi,Hatchback,Petrol,8,Manual,White,"40,000",1,5,7,394409,123200,68.8
ToyotaInnova2.5 V 7 STR,Toyota,Innova,2.5 V 7 STR,MUV,diesel,10,Manual,Beige,"61,000",2,6.8,6,1317441,568750,56.8
ToyotaEtiosG,Toyota,Etios,G,Sedan,Petrol,5,Manual,Black,"53,700",1,9.8,9.7,700234,315382,55.0
ToyotaInnova2.5G,Toyota,Innova,2.5G,MUV,diesel,7,Manual,White,"46,000",1,6.4,4.2,1585233,919632,42.0
HondaAccord2.4 AT,Honda,Accord,2.4 AT,Sedan,Petrol,7,Automatic,White,"64,500",2,8.3,9.7,2426682,520950,78.5
ToyotaCorolla Altis1.8 G,Toyota,Corolla Altis,1.8 G,Sedan,Petrol,7,Manual,White,"77,519",1,4.8,9.4,1525510,379950,75.1
HondaCivic1.8V AT,Honda,Civic,1.8V AT,Sedan,Petrol,12,Automatic,Silver,"78,000",2,5,9.4,1675849,171600,89.8
ToyotaCorollaH2,Toyota,Corolla,H2,Sedan,Petrol,11,Manual,Silver,"74,000",2,8.5,7.2,1306402,216304,83.4
ToyotaCorolla Altis1.8 G,Toyota,Corolla Altis,1.8 G,Sedan,Petrol,8,Manual,Silver,"95,759",1,3.8,9.9,1525510,428422,71.9
ToyotaInnova2.5G,Toyota,Innova,2.5G,MUV,diesel,10,Manual,other,"89,543",1,6.1,5.6,1585233,592800,62.6
ToyotaInnova2.5 G 7 STR BS-IV,Toyota,Innova,2.5 G 7 STR BS-IV,MUV,Diesel,7,Manual,White,"114,000",1,4.4,9.1,1475247,650928,55.9
ToyotaCorollaG,Toyota,Corolla,G,Sedan,Petrol,12,Manual,Silver,"93,093",1,6.4,7.4,1618572,242550,85.0
ToyotaCorollaG,Toyota,Corolla,G,Sedan,Petrol,11,Manual,Silver,"32,000",2,6.8,9.9,1618572,184800,88.6
ToyotaCorollaGAt,Toyota,Corolla,GAt,Sedan,Petrol,12,Automatic,Silver,"62,000",1,7,6.6,1957836,251598,87.1
ToyotaInnova2.5 VX 7 STR BS-IV,Toyota,Innova,2.5 VX 7 STR BS-IV,MUV,Diesel,5,Manual,Blue,"162,412",1,3.3,8.2,1738257,1182501,32.0
ToyotaInnova2.5G,Toyota,Innova,2.5G,MUV,diesel,9,Manual,Red,"96,948",2,5.7,7,1585233,417198,73.7
ToyotaInnova2.5 V 7 STR,Toyota,Innova,2.5 V 7 STR,MUV,diesel,9,Manual,Grey,"160,000",1,5,6,1317441,704718,46.5
ToyotaCorollaG,Toyota,Corolla,G,Sedan,diesel,12,Manual,Silver,"71,895",1,6.8,8.2,1618572,206800,87.2
ToyotaInnova2.5 G 8 STR BS-III,Toyota,Innova,2.5 G 8 STR BS-III,MUV,Diesel,6,Manual,Grey,"86,000",1,4.6,7.6,1465683,788800,46.2
ToyotaEtiosG,Toyota,Etios,G,Sedan,Petrol,7,Manual,Black,"45,500",2,5,8.8,700234,220000,68.6
ToyotaInnova2.5 V 8 STR,Toyota,Innova,2.5 V 8 STR,MUV,Petrol,12,Manual,Silver,"85,000",1,5.2,5.8,1322223,511438,61.3
Maruti SuzukiErtigaZDi,Maruti Suzuki,Ertiga,ZDi,MUV,Diesel,5,Manual,White,"50,000",1,4.8,4.5,1031250,631488,38.8
Maruti SuzukiSwiftVXi,Maruti Suzuki,Swift,VXi,Hatchback,Petrol,12,Manual,Blue,"65,000",1,5,9.4,507718,123200,75.7
Maruti SuzukiWagon R 1.0VXi,Maruti Suzuki,Wagon R 1.0,VXi,Hatchback,Petrol,7,Manual,Other,"45,555",1,6.2,4.6,520309,309884,40.4
Maruti SuzukiCelerioZxi (O) AMT,Maruti Suzuki,Celerio,Zxi (O) AMT,Hatchback,Petrol,2,Automated Manual Transmission,White,"17,000",1,8.8,6.6,634730,426550,32.8
Maruti SuzukiErtigaVdiBsIv,Maruti Suzuki,Ertiga,VdiBsIv,MUV,Diesel,5,Manual,White,"52,100",2,4.8,5.6,889292,544800,38.7
Maruti SuzukiSwift DzireLXi,Maruti Suzuki,Swift Dzire,LXi,Sedan,Petrol,9,Manual,Black,"68,000",1,5,8.8,641315,189200,70.5
Maruti SuzukiCiazZXI+,Maruti Suzuki,Ciaz,ZXI+,Sedan,Petrol,3,Manual,White,"31,602",1,9.5,6.3,1079072,704718,34.7
Maruti SuzukiSwift DzireVXi,Maruti Suzuki,Swift Dzire,VXi,Sedan,Petrol,6,Manual,White,"45,000",1,5,4.8,741508,352182,52.5
Maruti SuzukiSx4ZXi,Maruti Suzuki,Sx4,ZXi,Sedan,Petrol,8,Manual,Black,"42,876",1,8.5,5.1,828687,239839,71.1
Maruti SuzukiVitara BrezzaZDi+,Maruti Suzuki,Vitara Brezza,ZDi+,SUV,Diesel,2,Manual,Grey,"32,000",1,8.1,5.2,1158098,884142,23.7
Maruti SuzukiRitzLdi BS-IV,Maruti Suzuki,Ritz,Ldi BS-IV,Hatchback,Diesel,2,Manual,White,"13,450",1,4.7,7,607772,392958,35.3
Maruti SuzukiSwift DzireLXi,Maruti Suzuki,Swift Dzire,LXi,Sedan,Petrol,9,Manual,Blue,"51,000",2,5,9.1,641315,185680,71.0
Maruti SuzukiS-CrossZeta 1.3,Maruti Suzuki,S-Cross,Zeta 1.3,Crossover,Diesel,2,Manual,White,"13,000",1,5,8.9,1161451,803758,30.8
Maruti SuzukiWagon R DuoLxi,Maruti Suzuki,Wagon R Duo,Lxi,Hatchback,CNG,11,Manual,other,"50,000",1,6.8,7.4,480493,136400,71.6
Maruti SuzukiRitzVdi (ABS) BS-IV,Maruti Suzuki,Ritz,Vdi (ABS) BS-IV,Hatchback,Diesel,8,Manual,Black,"75,000",1,4.8,9.4,673477,211200,68.6
Maruti SuzukiSwiftLXi,Maruti Suzuki,Swift,LXi,Hatchback,Petrol,12,Manual,Silver,"51,683",1,8.5,7.1,463670,142067,69.4
Maruti SuzukiSwiftVDi,Maruti Suzuki,Swift,VDi,Hatchback,diesel,10,Manual,Red,"87,496",1,6.4,9.9,806541,153120,81.0
Maruti SuzukiSwift DzireTour,Maruti Suzuki,Swift Dzire,Tour,Sedan,Diesel,5,Manual,White,"36,000",1,9.9,4.2,920437,394315,57.2
Maruti SuzukiSwift DzireZXi,Maruti Suzuki,Swift Dzire,ZXi,Sedan,Petrol,9,Manual,Blue,"75,000",1,4.8,9.4,812098,198000,75.6
Maruti SuzukiWagon RLXI,Maruti Suzuki,Wagon R,LXI,Hatchback,CNG,5,Manual,other,"48,000",1,5.7,9.9,475198,251598,47.1
Maruti SuzukiEstiloVXi,Maruti Suzuki,Estilo,VXi,Hatchback,Petrol,11,Manual,White,"64,000",2,5,9.4,424393,83600,80.3
Maruti SuzukiSx4ZXi,Maruti Suzuki,Sx4,ZXi,Sedan,Petrol,11,Manual,Grey,"75,000",1,5,7.5,828687,162800,80.4
Maruti SuzukiSx4ZXi,Maruti Suzuki,Sx4,ZXi,Sedan,Petrol,11,Manual,Black,"58,000",1,4.5,9.9,828687,158400,80.9
Maruti SuzukiRitzVXI BS-IV,Maruti Suzuki,Ritz,VXI BS-IV,Hatchback,Petrol,8,Manual,Silver,"74,899",1,5.7,7,566808,184800,67.4
Maruti SuzukiAlto 800STD,Maruti Suzuki,Alto 800,STD,Hatchback,Petrol,3,Manual,Silver,"57,000",1,5,9.9,312467,121440,61.1
Maruti SuzukiSwiftVXi 1.2 BS-IV,Maruti Suzuki,Swift,VXi 1.2 BS-IV,Hatchback,Petrol,10,Manual,Blue,"50,000",2,9.9,8.2,536698,140800,73.8
Maruti SuzukiSx4ZDI,Maruti Suzuki,Sx4,ZDI,Sedan,diesel,8,Manual,Silver,"74,589",1,5.7,7,1076182,274288,74.5
ToyotaInnova2.5 G4 7 STR,Toyota,Innova,2.5 G4 7 STR,MUV,diesel,8,Manual,Grey,"150,000",1,5,6.4,1115556,650928,41.6
Maruti SuzukiWagon RGreenLxiCng,Maruti Suzuki,Wagon R,GreenLxiCng,Hatchback,Petrol + CNG,4,Manual,Silver,"87,000",1,7.7,5.9,516328,310800,39.8
Maruti SuzukiSwiftVDi BS-IV,Maruti Suzuki,Swift,VDi BS-IV,Hatchback,Diesel,3,Manual,Black,"59,000",1,4.2,6.6,631156,445302,29.4
Maruti SuzukiSwift DzireVDi,Maruti Suzuki,Swift Dzire,VDi,Sedan,diesel,3,Automatic,other,"97,654",1,5,9.9,870791,356800,59.0
Maruti SuzukiErtigaVDi,Maruti Suzuki,Ertiga,VDi,MUV,Diesel,4,Manual,Silver,"49,000",1,4.6,4,953818,714550,25.1
Maruti SuzukiSx4ZXi,Maruti Suzuki,Sx4,ZXi,Sedan,Petrol,6,Manual,Black,"50,000",1,9.9,8.2,828687,449992,45.7
Maruti SuzukiWagon RLXI,Maruti Suzuki,Wagon R,LXI,Hatchback,Petrol,12,Manual,Other,"40,000",1,8.1,9.1,475198,88000,81.5
ToyotaInnova2.5 V 7 STR,Toyota,Innova,2.5 V 7 STR,MUV,Diesel,10,Manual,Golden,"165,000",2,4.4,8.8,1317441,492462,62.6
ToyotaCorollaH2 1.8E,Toyota,Corolla,H2 1.8E,Sedan,Petrol,11,Manual,White,"75,116",1,5.2,9.6,1306402,198000,84.8
ToyotaCamry2.5L AT,Toyota,Camry,2.5L AT,Sedan,Petrol,11,Automatic,Silver,"104,560",1,6.3,9.9,3414762,450940,86.8
ToyotaInnova2.5 V 7 STR,Toyota,Innova,2.5 V 7 STR,MUV,Diesel,6,Manual,Silver,"82,000",1,8.1,7.4,1317441,981231,25.5
ToyotaCorolla Altis1.8 G,Toyota,Corolla Altis,1.8 G,Sedan,Petrol,8,Manual,Black,"77,000",1,4.3,9.9,1525510,310800,79.6
ToyotaInnova2.5 GX 8 STR,Toyota,Innova,2.5 GX 8 STR,MUV,Diesel,4,Manual,Silver,"45,964",2,4.8,9.4,1281576,963543,24.8
ToyotaCorollaG,Toyota,Corolla,G,Sedan,Petrol,12,Manual,Beige,"142,349",3,5.7,8.2,1618572,206800,87.2
ToyotaInnova2.5 V 8 STR,Toyota,Innova,2.5 V 8 STR,MUV,Petrol,8,Manual,Grey,"46,000",2,6.8,6.8,1322223,768912,41.8
ToyotaCorolla AltisG Diesel,Toyota,Corolla Altis,G Diesel,Sedan,diesel,7,Manual,Silver,"77,565",1,4.5,9.9,2109722,520950,75.3
ToyotaCamryW4At,Toyota,Camry,W4At,Sedan,Petrol,12,Manual,Beige,"72,354",2,4.5,9.9,2762637,379950,86.2
ToyotaFortuner3.0LimitedEdition,Toyota,Fortuner,3.0LimitedEdition,SUV,Diesel,3,Manual,Brown,"38,000",1,8.1,9.8,3218182,2185000,32.1
ToyotaFortuner3.0 4x2 MT,Toyota,Fortuner,3.0 4x2 MT,SUV,Diesel,5,Manual,White,"100,000",1,4.2,7.7,3013628,1264450,58.0
ToyotaEtiosV,Toyota,Etios,V,Sedan,Petrol,7,Manual,Silver,"75,000",1,4.8,9.4,781928,238032,69.6
ToyotaInnova2.5 G 7 STR BS-IV,Toyota,Innova,2.5 G 7 STR BS-IV,MUV,Diesel,3,Manual,White,"154,412",1,4.2,9.4,1475247,838800,43.1
ToyotaInnova2.5 VX 8 STR BS-III,Toyota,Innova,2.5 VX 8 STR BS-III,MUV,diesel,5,Manual,Beige,"58,000",1,5.3,7,1713152,1211250,29.3
ToyotaCorolla Altis1.8Vl,Toyota,Corolla Altis,1.8Vl,Sedan,Petrol,10,Manual,White,"82,500",1,4.8,9.4,1822366,220900,87.9
ToyotaFortuner3.0 4x2 MT,Toyota,Fortuner,3.0 4x2 MT,SUV,Diesel,3,Manual,Grey,"42,000",1,8.1,7.4,3013628,1875490,37.8
ToyotaInnova2.5 GX 8 STR,Toyota,Innova,2.5 GX 8 STR,MUV,Diesel,8,Manual,Bronze,"175,000",1,4.2,8.8,1281576,607278,52.6
ToyotaEtiosV,Toyota,Etios,V,Sedan,Petrol,2,Manual,White,"4,500",1,8.5,7.9,781928,595982,23.8
Maruti SuzukiWagon R 1.0VXi,Maruti Suzuki,Wagon R 1.0,VXi,Hatchback,Petrol,3,Manual,White,"15,435",1,5,7.7,520309,324558,37.6
Maruti SuzukiWagon R 1.0LXi CNG,Maruti Suzuki,Wagon R 1.0,LXi CNG,Hatchback,Petrol + CNG,1,Manual,Red,"38,000",1,9.8,9.9,533447,403200,24.4
Maruti SuzukiErtigaVXI CNG,Maruti Suzuki,Ertiga,VXI CNG,MUV,Petrol + CNG,3,Manual,Beige,"38,000",1,5.3,6.7,936485,616950,34.1
ToyotaEtiosV,Toyota,Etios,V,Sedan,Petrol,7,Manual,White,"65,200",2,4.7,9.4,781928,184800,76.4
ToyotaInnova2.5G,Toyota,Innova,2.5G,MUV,diesel,7,Manual,Silver,"42,000",1,6.4,5.6,1585233,818752,48.4
ToyotaInnova2.5 V 7 STR,Toyota,Innova,2.5 V 7 STR,MUV,diesel,9,Manual,Silver,"86,076",1,5.7,6,1317441,690000,47.6
ToyotaInnova2.5 V 7 STR,Toyota,Innova,2.5 V 7 STR,MUV,Diesel,9,Manual,Silver,"110,000",2,4.6,8.6,1317441,621792,52.8
ToyotaInnova2.5G,Toyota,Innova,2.5G,MUV,diesel,7,Manual,Silver,"31,000",1,6.8,5,1585233,940000,40.7
ToyotaInnova2.5G,Toyota,Innova,2.5G,MUV,diesel,10,Manual,other,"70,000",1,6.4,6,1585233,592800,62.6
ToyotaCorolla Altis1.8 GL,Toyota,Corolla Altis,1.8 GL,Sedan,Petrol,6,Manual,Silver,"55,000",1,4.8,9.4,1690430,530478,68.6
ToyotaInnova2.5 V 7 STR,Toyota,Innova,2.5 V 7 STR,MUV,diesel,10,Manual,Silver,"84,000",1,6.4,3.8,1317441,665550,49.5
ToyotaInnova2.5 G4 7 STR,Toyota,Innova,2.5 G4 7 STR,MUV,Diesel,12,Manual,Red,"140,000",1,8.3,7.7,1115556,393609,64.7
Maruti SuzukiSwiftVXi,Maruti Suzuki,Swift,VXi,Hatchback,Petrol,9,Manual,Black,"63,000",1,4.5,9.9,507718,202400,60.1
Maruti SuzukiSwift DzireVDi,Maruti Suzuki,Swift Dzire,VDi,Sedan,diesel,7,Manual,Silver,"75,000",1,3.8,9.9,870791,342958,60.6
HondaCivic1.8S AT,Honda,Civic,1.8S AT,Sedan,Petrol,12,Automatic,Blue,"55,000",1,5,7.3,1343469,224502,83.3
ToyotaCorollaH2,Toyota,Corolla,H2,Sedan,Petrol,12,Manual,White,"51,000",1,5,9.4,1306402,184800,85.9
Maruti SuzukiAlto 800Vxi,Maruti Suzuki,Alto 800,Vxi,Hatchback,Petrol,3,Manual,Grey,"17,217",1,9.7,4.5,397052,229008,42.3
HondaCivic1.8S MT,Honda,Civic,1.8S MT,Sedan,Petrol,8,Manual,Silver,"70,000",1,5.3,9.4,1464334,242550,83.4
ToyotaInnova2.5 V 7 STR,Toyota,Innova,2.5 V 7 STR,MUV,diesel,12,Manual,Grey,"65,000",1,6.8,7,1317441,403200,69.4
Maruti SuzukiCelerioVxi AMT,Maruti Suzuki,Celerio,Vxi AMT,Hatchback,Petrol,3,Automated Manual Transmission,White,"12,000",1,8.5,6.6,586090,372624,36.4
Maruti SuzukiSwift DzireVDi BS-IV,Maruti Suzuki,Swift Dzire,VDi BS-IV,Sedan,Diesel,3,Manual,Grey,"60,000",1,4.2,9.9,783061,333750,57.4
Maruti SuzukiSwiftZXi,Maruti Suzuki,Swift,ZXi,Hatchback,Petrol,5,Manual,White,"39,000",1,8.5,5.8,598134,389145,34.9
Maruti SuzukiWagon R 1.0Lxi(o),Maruti Suzuki,Wagon R 1.0,Lxi(o),Hatchback,Petrol,2,Manual,Other,"80,000",1,6.9,7.2,531852,342958,35.5
Maruti SuzukiSx4VXI BS-IV,Maruti Suzuki,Sx4,VXI BS-IV,Sedan,Petrol,6,Manual,Grey,"128,000",2,4.2,9.4,825224,189200,77.1
Maruti SuzukiSwiftVDi,Maruti Suzuki,Swift,VDi,Hatchback,Diesel,2,Manual,Grey,"12,900",1,9.8,5.3,806541,592800,26.5
Maruti SuzukiSwift DzireZDI,Maruti Suzuki,Swift Dzire,ZDI,Sedan,Diesel,9,Manual,Grey,"85,000",2,4.8,9.1,942668,283392,69.9
Maruti SuzukiSwift DzireZXi,Maruti Suzuki,Swift Dzire,ZXi,Sedan,Petrol,8,Manual,White,"51,000",1,5,9.1,812098,260662,67.9
Maruti SuzukiRitzLdi BS-IV,Maruti Suzuki,Ritz,Ldi BS-IV,Hatchback,Diesel,9,Manual,Blue,"88,000",1,4.8,9.4,607772,176000,71.0
Maruti SuzukiWagon R 1.0LXi CNG,Maruti Suzuki,Wagon R 1.0,LXi CNG,Hatchback,Petrol + CNG,3,Manual,Grey,"38,000",1,4.6,7.5,533447,333750,37.4
Maruti SuzukiCiazZXi  AT,Maruti Suzuki,Ciaz,ZXi  AT,Sedan,Petrol,2,Automatic,White,"8,406",1,5,8.9,1148243,812750,29.2
Maruti SuzukiSwift DzireTour,Maruti Suzuki,Swift Dzire,Tour,Sedan,Diesel,3,Manual,White,"80,000",1,7.4,9.1,920437,450000,51.1
Maruti SuzukiAltoLXi BS-IV,Maruti Suzuki,Alto,LXi BS-IV,Hatchback,Petrol,6,Manual,White,"96,000",1,4.6,7.3,342090,140800,58.8
Maruti SuzukiSwift DzireVDi BS-IV,Maruti Suzuki,Swift Dzire,VDi BS-IV,Sedan,Diesel,3,Manual,Grey,"35,058",1,9.5,5.4,783061,568750,27.4
Maruti SuzukiSwiftVDi,Maruti Suzuki,Swift,VDi,Hatchback,Diesel,5,Manual,White,"69,000",1,4.6,7.4,806541,385521,52.2
Maruti SuzukiCiazVXi,Maruti Suzuki,Ciaz,VXi,Sedan,Petrol,2,Manual,Brown,"6,400",1,9.9,6,868099,714550,17.7
ToyotaInnova2.5 VX 8 STR BS-III,Toyota,Innova,2.5 VX 8 STR BS-III,MUV,Diesel,5,Manual,Silver,"105,480",1,4.2,9.1,1713152,1037412,39.4
ToyotaCamryW2 AT,Toyota,Camry,W2 AT,Sedan,Petrol,11,Automatic,White,"77,000",2,5,9.4,2753152,297078,89.2
ToyotaFortuner3.0 4x4 AT,Toyota,Fortuner,3.0 4x4 AT,SUV,Diesel,3,Automatic,White,"36,000",1,4.8,9.1,3354590,2113488,37.0
ToyotaInnova2.5 G4 7 STR,Toyota,Innova,2.5 G4 7 STR,MUV,diesel,11,Manual,White,"250,000",2,5,7,1115556,403200,63.9
ToyotaCorolla Altis1.8 GL,Toyota,Corolla Altis,1.8 GL,Sedan,Diesel,9,Manual,Blue,"58,000",1,5,9.4,1690430,306222,81.9
ToyotaInnova2.5 V 7 STR,Toyota,Innova,2.5 V 7 STR,MUV,diesel,11,Manual,Grey,"72,000",1,6.8,6.2,1317441,568750,56.8
ToyotaInnova2.5 GX 8 STR,Toyota,Innova,2.5 GX 8 STR,MUV,Diesel,6,Manual,White,"67,018",1,4.8,9.4,1281576,863950,32.6
ToyotaCorolla Altis1.8 G,Toyota,Corolla Altis,1.8 G,Sedan,Petrol,9,Manual,Red,"107,494",1,3.8,9.9,1525510,379950,75.1
ToyotaInnova2.5 G4 7 STR,Toyota,Innova,2.5 G4 7 STR,MUV,Diesel,9,Manual,Blue,"76,000",2,9.9,9.9,1115556,543844,51.2
ToyotaInnova2.5 VX 8 STR BS-III,Toyota,Innova,2.5 VX 8 STR BS-III,MUV,Diesel,6,Manual,Silver,"77,365",1,6,9.7,1713152,1013725,40.8
ToyotaCorolla Altis1.8 G,Toyota,Corolla Altis,1.8 G,Sedan,Petrol,8,Manual,Beige,"52,155",1,4.5,9.9,1525510,445302,70.8
ToyotaInnova2.5G,Toyota,Innova,2.5G,MUV,diesel,7,Manual,Silver,"67,554",1,5.7,5.6,1585233,838800,47.1
ToyotaInnova2.5G,Toyota,Innova,2.5G,MUV,diesel,9,Manual,other,"110,200",1,5.7,6.8,1585233,641200,59.6
ToyotaCorollaGl,Toyota,Corolla,Gl,Sedan,diesel,7,Manual,Beige,"97,000",3,5,9.9,2070924,256128,87.6
ToyotaInnova2.5 VX 7 STR BS-IV,Toyota,Innova,2.5 VX 7 STR BS-IV,MUV,Diesel,5,Manual,Blue,"88,000",1,4.4,8.6,1738257,1157536,33.4
ToyotaInnova2.5 G4 8 STR,Toyota,Innova,2.5 G4 8 STR,MUV,Diesel,10,Manual,Silver,"107,000",1,4.8,9.1,1120298,450000,59.8
ToyotaCorolla Altis1.8 VL AT,Toyota,Corolla Altis,1.8 VL AT,Sedan,Petrol,3,Automatic,Silver,"17,500",1,9,8.2,1817654,1282500,29.4
ToyotaInnova2.5 V 8 STR,Toyota,Innova,2.5 V 8 STR,MUV,Diesel,9,Manual,Grey,"45,000",1,5,6,1322223,814195,38.4
Maruti SuzukiSwift DzireLXi,Maruti Suzuki,Swift Dzire,LXi,Sedan,Petrol,10,Manual,Black,"75,000",2,4.3,9.9,641315,158400,75.3
Maruti SuzukiEstiloVXi,Maruti Suzuki,Estilo,VXi,Hatchback,Petrol,11,Manual,Silver,"76,575",2,4.5,9.9,424393,85800,79.8
Maruti SuzukiSx4VXi,Maruti Suzuki,Sx4,VXi,Sedan,Petrol,10,Manual,Red,"61,000",2,5,9.4,750204,154000,79.5
Maruti SuzukiSwiftZDi,Maruti Suzuki,Swift,ZDi,Hatchback,diesel,7,Manual,Silver,"29,000",1,6.8,9.9,879273,356800,59.4
Maruti SuzukiSwift DzireZDI,Maruti Suzuki,Swift Dzire,ZDI,Sedan,Diesel,7,Manual,White,"84,000",1,4.8,8.8,942668,361422,61.7
Maruti SuzukiSwift DzireVDi,Maruti Suzuki,Swift Dzire,VDi,Sedan,Diesel,3,Manual,White,"41,000",1,8.1,7.4,870791,525426,39.7
Maruti SuzukiSwift DzireVXi 1.2 BS-IV,Maruti Suzuki,Swift Dzire,VXi 1.2 BS-IV,Sedan,Petrol,8,Manual,Silver,"67,000",2,5.2,9.1,653057,211200,67.7
Maruti SuzukiSwiftVXi,Maruti Suzuki,Swift,VXi,Hatchback,Petrol,8,Manual,White,"61,000",2,4.3,7.2,507718,242550,52.2
Maruti SuzukiSwift DzireVDi,Maruti Suzuki,Swift Dzire,VDi,Sedan,Diesel,5,Manual,Blue,"43,000",1,8.3,8.3,870791,403200,53.7
Maruti SuzukiCelerioVxi,Maruti Suzuki,Celerio,Vxi,Hatchback,Petrol,2,Manual,Silver,"3,500",1,9.9,8.2,537022,403200,24.9
Maruti SuzukiWagon R 1.0Lxi(o),Maruti Suzuki,Wagon R 1.0,Lxi(o),Hatchback,Petrol + LPG,3,Manual,White,"90,000",1,3.8,8.2,531852,292512,45.0
ToyotaInnova2.5 V 8 STR,Toyota,Innova,2.5 V 8 STR,MUV,diesel,10,Manual,Maroon,"70,000",1,4.5,6.1,1322223,616950,53.3
Maruti SuzukiSwift DzireVDi BS-IV,Maruti Suzuki,Swift Dzire,VDi BS-IV,Sedan,diesel,5,Manual,White,"60,000",1,3.8,9.9,783061,417198,46.7
Maruti SuzukiSx4ZXi,Maruti Suzuki,Sx4,ZXi,Sedan,Petrol,10,Manual,Black,"99,000",2,3.8,9.2,828687,176000,78.8
Maruti SuzukiAlto K10VXi,Maruti Suzuki,Alto K10,VXi,Hatchback,Petrol,6,Manual,White,"50,000",1,4.3,9.9,436340,158400,63.7
Maruti SuzukiSx4VXi,Maruti Suzuki,Sx4,VXi,Sedan,Petrol,11,Manual,Black,"175,000",1,3.5,9.9,750204,114400,84.8
Maruti SuzukiSx4ZDI,Maruti Suzuki,Sx4,ZDI,Sedan,Diesel,4,Manual,Blue,"39,000",1,4.8,8,1076182,473550,56.0
Maruti SuzukiSwiftVXi,Maruti Suzuki,Swift,VXi,Hatchback,Petrol,6,Manual,Red,"41,000",1,8.5,8,507718,276108,45.6
Maruti SuzukiSwiftVXi,Maruti Suzuki,Swift,VXi,Hatchback,Petrol,12,Manual,Red,"95,528",1,8.4,6.8,507718,158400,68.8
Maruti SuzukiSwiftVxi1.3,Maruti Suzuki,Swift,Vxi1.3,Hatchback,Petrol,12,Manual,Red,"49,000",1,5.7,8.5,563323,154000,72.7
ToyotaCorolla Altis1.8 G,Toyota,Corolla Altis,1.8 G,Sedan,Petrol,8,Manual,Golden,"68,000",1,4.8,9.4,1525510,333750,78.1
ToyotaCorolla AltisGL Diesel,Toyota,Corolla Altis,GL Diesel,Sedan,Diesel,2,Manual,Silver,"38,000",1,4.2,8,2305545,1410750,38.8
ToyotaInnova2.5 VX 8 STR BS-III,Toyota,Innova,2.5 VX 8 STR BS-III,MUV,Diesel,7,Manual,White,"153,000",1,3.3,9.9,1713152,778848,54.5
ToyotaInnova2.5 G 7 STR BS-III,Toyota,Innova,2.5 G 7 STR BS-III,MUV,Diesel,9,Manual,Blue,"81,000",1,4.3,8.2,1459706,641200,56.1
ToyotaInnova2.0G,Toyota,Innova,2.0G,MUV,diesel,10,Manual,other,"70,000",1,6.4,4.6,1173645,592800,49.5
ToyotaInnova2.5 V 8 STR,Toyota,Innova,2.5 V 8 STR,MUV,Diesel,10,Manual,Black,"117,000",2,3.8,8.9,1322223,540022,59.2
ToyotaCorollaG,Toyota,Corolla,G,Sedan,Petrol,11,Manual,White,"92,846",2,4.3,8,1618572,265200,83.6
ToyotaInnova2.5 V 7 STR,Toyota,Innova,2.5 V 7 STR,MUV,diesel,9,Manual,Red,"165,000",1,3.8,6,1317441,690000,47.6
ToyotaInnova2.5 V 7 STR,Toyota,Innova,2.5 V 7 STR,MUV,Diesel,11,Manual,Black,"83,000",1,5,7.3,1317441,520950,60.5
ToyotaInnova2.5G(diesel)8Seater,Toyota,Innova,2.5G(diesel)8Seater,MUV,Diesel,5,Manual,Silver,"85,000",1,3.3,7.6,1615121,899328,44.3
ToyotaCamryW4At,Toyota,Camry,W4At,Sedan,Petrol,12,Automatic,Silver,"72,354",2,4.5,8.7,2762637,379950,86.2
ToyotaInnova2.5 VX 8 STR BS-IV,Toyota,Innova,2.5 VX 8 STR BS-IV,MUV,Diesel,6,Manual,Silver,"65,000",1,3.8,8.7,1531436,1063125,30.6
ToyotaCorolla Altis1.8 GL,Toyota,Corolla Altis,1.8 GL,Sedan,Petrol,4,Automatic,Grey,"15,200",1,4.5,5.7,1690430,1234999,26.9
